-29.74349563278201,457.9887567366661
-26.150157963203863,527.0024159078234
-25.171854673852444,458.6577773648021
-24.15006504367218,527.2951124326332
-22.291163352536703,532.835439509385
-20.721334324475,527.7968779037351
-19.144815090131953,543.8324660843709
-18.56499721241405,570.2587808957442
-18.285959858762308,549.226444898718
-15.121213529083807,618.1773833859875
-14.680914328191783,655.1198661958742
-14.54808585764728,623.5295484110759
-12.521232112990148,708.1188440810258
-11.511150343802264,739.8764170228583
-10.203633153688905,808.5555658799478
-9.369866195874373,734.9214829957257
-3.5091061141051796,746.3157405686675
-1.2724865266679046,1041.6674409960974
